# time pid fds_tooldb fds_total rss_mb
05:29:49 - - - -
05:30:49 - - - -
05:31:49 - - - -
05:32:49 - - - -
05:33:49 - - - -
05:34:49 - - - -
05:35:49 - - - -
05:36:49 - - - -
05:37:49 - - - -
05:38:49 - - - -
05:39:49 - - - -
05:40:49 - - - -
05:41:49 - - - -
05:42:49 - - - -
05:43:49 - - - -
05:44:49 - - - -
05:45:49 - - - -
05:46:50 - - - -
05:47:50 - - - -
05:48:50 - - - -
05:49:50 - - - -
05:50:50 - - - -
05:51:50 - - - -
05:52:50 - - - -
05:53:50 - - - -
05:54:50 - - - -
05:55:50 - - - -
05:56:50 - - - -
05:57:50 - - - -
05:58:50 - - - -
05:59:50 - - - -
06:00:50 - - - -
06:01:50 - - - -
06:02:50 - - - -
06:03:50 - - - -
06:04:50 - - - -
06:05:50 - - - -
06:06:50 - - - -
06:07:50 - - - -
06:08:50 - - - -
06:09:50 - - - -
06:10:50 - - - -
06:11:50 - - - -
06:12:50 - - - -
06:13:50 - - - -
06:14:50 - - - -
06:15:50 - - - -
06:16:50 - - - -
06:17:50 - - - -
06:18:50 - - - -
06:19:50 - - - -
06:20:50 - - - -
06:21:50 - - - -
06:22:50 - - - -
06:23:50 - - - -
06:24:50 - - - -
06:25:50 - - - -
06:26:51 - - - -
06:27:51 - - - -
06:28:51 - - - -
06:29:51 - - - -
06:30:51 - - - -
06:31:51 - - - -
06:32:51 - - - -
06:33:51 - - - -
06:34:51 - - - -
06:35:51 - - - -
06:36:51 - - - -
06:37:51 - - - -
06:38:51 - - - -
06:39:51 - - - -
06:40:51 - - - -
06:41:51 - - - -
06:42:51 - - - -
06:43:51 - - - -
06:44:51 - - - -
06:45:51 - - - -
06:46:51 - - - -
06:47:51 - - - -
06:48:51 - - - -
06:49:51 - - - -
06:50:51 - - - -
06:51:51 - - - -
06:52:51 - - - -
06:53:51 - - - -
06:54:51 - - - -
06:55:51 - - - -
06:56:51 - - - -
06:57:51 - - - -
06:58:51 - - - -
06:59:51 - - - -
07:00:51 - - - -
07:01:51 - - - -
07:02:51 - - - -
07:03:51 - - - -
07:04:51 - - - -
07:05:51 - - - -
07:06:51 - - - -
07:07:52 - - - -
07:08:52 - - - -
07:09:52 - - - -
07:10:52 - - - -
07:11:52 - - - -
07:12:52 - - - -
07:13:52 - - - -
07:14:52 - - - -
07:15:52 - - - -
07:16:52 - - - -
07:17:52 - - - -
07:18:52 - - - -
07:19:52 - - - -
07:20:52 - - - -
07:21:52 - - - -
07:22:52 - - - -
07:23:52 - - - -
07:24:52 - - - -
07:25:52 - - - -
07:26:52 - - - -
07:27:52 - - - -
07:28:52 - - - -
07:29:52 - - - -
07:30:52 - - - -
07:31:52 - - - -
07:32:52 - - - -
07:33:52 - - - -
07:34:52 - - - -
07:35:52 - - - -
07:36:52 - - - -
07:37:52 - - - -
07:38:52 - - - -
07:39:52 - - - -
07:40:52 - - - -
07:41:52 - - - -
07:42:52 - - - -
07:43:52 - - - -
07:44:52 - - - -
07:45:52 - - - -
07:46:52 - - - -
07:47:53 - - - -
07:48:53 - - - -
07:49:53 - - - -
07:50:53 - - - -
07:51:53 - - - -
07:52:53 - - - -
07:53:53 - - - -
07:54:53 - - - -
07:55:53 - - - -
07:56:53 - - - -
07:57:53 - - - -
07:58:53 - - - -
07:59:53 - - - -
08:00:53 - - - -
08:01:53 - - - -
08:02:53 - - - -
08:03:53 - - - -
08:04:53 - - - -
08:05:53 - - - -
08:06:53 - - - -
08:07:53 - - - -
08:08:53 - - - -
08:09:53 - - - -
08:10:53 - - - -
08:11:53 - - - -
08:12:53 - - - -
08:13:53 - - - -
08:14:53 - - - -
08:15:53 - - - -
08:16:53 - - - -
08:17:53 - - - -
08:18:53 - - - -
08:19:53 - - - -
08:20:53 - - - -
08:21:53 - - - -
08:22:53 - - - -
08:23:53 - - - -
08:24:53 - - - -
08:25:53 - - - -
08:26:53 - - - -
08:27:53 - - - -
08:28:54 - - - -
08:29:54 - - - -
08:30:54 - - - -
08:31:54 - - - -
08:32:54 - - - -
08:33:54 - - - -
08:34:54 - - - -
08:35:54 - - - -
08:36:54 - - - -
08:37:54 - - - -
08:38:54 - - - -
08:39:54 - - - -
08:40:54 - - - -
08:41:54 - - - -
08:42:54 - - - -
08:43:54 - - - -
08:44:54 - - - -
08:45:54 - - - -
08:46:54 - - - -
08:47:54 - - - -
08:48:54 - - - -
08:49:54 - - - -
08:50:54 - - - -
08:51:54 - - - -
08:52:54 - - - -
08:53:54 - - - -
08:54:54 - - - -
08:55:54 - - - -
08:56:54 - - - -
08:57:54 - - - -
08:58:54 - - - -
08:59:54 - - - -
09:00:54 - - - -
09:01:54 - - - -
09:02:54 - - - -
09:03:54 - - - -
09:04:54 - - - -
09:05:54 - - - -
09:06:54 - - - -
09:07:54 - - - -
09:08:55 - - - -
09:09:55 - - - -
09:10:55 - - - -
09:11:55 - - - -
09:12:55 - - - -
09:13:55 - - - -
09:14:55 - - - -
09:15:55 - - - -
09:16:55 - - - -
09:17:55 - - - -
09:18:55 - - - -
09:19:55 - - - -
09:20:55 - - - -
09:21:55 - - - -
09:22:55 - - - -
09:23:55 - - - -
09:24:55 - - - -
09:25:55 - - - -
09:26:55 - - - -
09:27:55 - - - -
09:28:55 - - - -
09:29:55 - - - -
09:30:55 - - - -
09:31:55 - - - -
09:32:55 - - - -
09:33:55 - - - -
09:34:55 - - - -
09:35:55 - - - -
09:36:55 - - - -
09:37:55 - - - -
09:38:55 - - - -
09:39:55 - - - -
09:40:55 - - - -
09:41:55 - - - -
09:42:55 - - - -
09:43:55 - - - -
09:44:55 - - - -
09:45:55 - - - -
09:46:55 - - - -
09:47:55 - - - -
09:48:56 - - - -
09:49:56 - - - -
09:50:56 - - - -
09:51:56 - - - -
09:52:56 - - - -
09:53:56 - - - -
09:54:56 - - - -
09:55:56 - - - -
09:56:56 - - - -
09:57:56 - - - -
09:58:56 - - - -
09:59:56 - - - -
10:00:56 - - - -
10:01:56 - - - -
10:02:56 - - - -
10:03:56 - - - -
10:04:56 - - - -
10:05:56 - - - -
10:06:56 - - - -
10:07:56 - - - -
10:08:56 - - - -
10:09:56 - - - -
10:10:56 - - - -
10:11:56 - - - -
10:12:56 - - - -
10:13:56 - - - -
10:14:56 - - - -
10:15:56 - - - -
10:16:56 - - - -
10:17:56 - - - -
10:18:56 - - - -
10:19:56 - - - -
10:20:56 - - - -
10:21:56 - - - -
10:22:56 - - - -
10:23:56 - - - -
10:24:56 - - - -
10:25:56 - - - -
10:26:56 - - - -
10:27:56 - - - -
10:28:56 - - - -
10:29:57 - - - -
10:30:57 - - - -
10:31:57 - - - -
10:32:57 - - - -
10:33:57 - - - -
10:34:57 - - - -
10:35:57 - - - -
10:36:57 - - - -
10:37:57 - - - -
10:38:57 - - - -
10:39:57 - - - -
10:40:57 - - - -
10:41:57 - - - -
10:42:57 - - - -
10:43:57 - - - -
10:44:57 - - - -
10:45:57 - - - -
10:46:57 - - - -
10:47:57 - - - -
10:48:57 - - - -
10:49:57 - - - -
10:50:57 - - - -
10:51:57 - - - -
10:52:57 - - - -
10:53:57 - - - -
10:54:57 - - - -
10:55:57 - - - -
10:56:57 - - - -
10:57:57 - - - -
10:58:57 - - - -
10:59:57 - - - -
11:00:57 - - - -
11:01:57 - - - -
11:02:57 - - - -
11:03:57 - - - -
11:04:57 - - - -
11:05:57 - - - -
11:06:57 - - - -
11:07:57 - - - -
11:08:57 - - - -
11:09:57 - - - -
11:10:58 - - - -
11:11:58 - - - -
11:12:58 - - - -
11:13:58 - - - -
11:14:58 - - - -
11:15:58 - - - -
11:16:58 - - - -
11:17:58 - - - -
11:18:58 - - - -
11:19:58 - - - -
11:20:58 - - - -
11:21:58 - - - -
11:22:58 - - - -
11:23:58 - - - -
11:24:58 - - - -
11:25:58 - - - -
11:26:58 - - - -
11:27:58 - - - -
11:28:58 - - - -
11:29:58 - - - -
11:30:58 - - - -
11:31:58 - - - -
11:32:58 - - - -
11:33:58 - - - -
11:34:58 - - - -
11:35:58 - - - -
11:36:58 - - - -
11:37:58 - - - -
11:38:58 - - - -
11:39:58 - - - -
11:40:58 - - - -
11:41:58 - - - -
11:42:58 - - - -
11:43:58 - - - -
11:44:58 - - - -
11:45:58 - - - -
11:46:58 - - - -
11:47:58 - - - -
11:48:58 - - - -
11:49:58 - - - -
11:50:59 - - - -
11:51:59 - - - -
11:52:59 - - - -
11:53:59 - - - -
11:54:59 - - - -
11:55:59 - - - -
11:56:59 - - - -
11:57:59 - - - -
11:58:59 - - - -
11:59:59 - - - -
12:00:59 - - - -
12:01:59 - - - -
12:02:59 - - - -
12:03:59 - - - -
12:04:59 - - - -
12:05:59 - - - -
12:06:59 - - - -
12:07:59 - - - -
12:08:59 - - - -
12:09:59 - - - -
12:10:59 - - - -
12:11:59 - - - -
12:12:59 - - - -
12:13:59 - - - -
12:14:59 - - - -
12:15:59 - - - -
12:16:59 - - - -
12:17:59 - - - -
12:18:59 - - - -
12:19:59 - - - -
12:20:59 - - - -
12:21:59 - - - -
12:22:59 - - - -
12:23:59 - - - -
12:24:59 - - - -
12:25:59 - - - -
12:26:59 - - - -
12:27:59 - - - -
12:28:59 - - - -
12:29:59 - - - -
12:30:59 - - - -
12:32:00 - - - -
12:33:00 - - - -
12:34:00 - - - -
12:35:00 - - - -
12:36:00 - - - -
12:37:00 - - - -
12:38:00 - - - -
12:39:00 - - - -
12:40:00 - - - -
12:41:00 - - - -
12:42:00 - - - -
12:43:00 - - - -
12:44:00 - - - -
12:45:00 - - - -
12:46:00 - - - -
12:47:00 - - - -
12:48:00 - - - -
12:49:00 - - - -
12:50:00 - - - -
12:51:00 - - - -
12:52:00 - - - -
12:53:00 - - - -
12:54:00 - - - -
12:55:00 - - - -
12:56:00 - - - -
12:57:00 - - - -
12:58:00 - - - -
12:59:00 - - - -
13:00:00 - - - -
13:01:00 - - - -
13:02:00 - - - -
13:03:00 - - - -
13:04:00 - - - -
13:05:00 - - - -
13:06:00 - - - -
13:07:00 - - - -
13:08:00 - - - -
13:09:00 - - - -
13:10:00 - - - -
13:11:01 - - - -
13:12:01 - - - -
13:13:01 - - - -
13:14:01 - - - -
13:15:01 - - - -
13:16:01 - - - -
13:17:01 - - - -
13:18:01 - - - -
13:19:01 - - - -
13:20:01 - - - -
13:21:01 - - - -
13:22:01 - - - -
13:23:01 - - - -
13:24:01 - - - -
13:25:01 - - - -
13:26:01 - - - -
13:27:01 - - - -
13:28:01 - - - -
13:29:01 - - - -
13:30:01 - - - -
13:31:01 - - - -
13:32:01 - - - -
13:33:01 - - - -
13:34:01 - - - -
13:35:01 - - - -
13:36:01 - - - -
13:37:01 - - - -
13:38:01 - - - -
13:39:01 - - - -
13:40:01 - - - -
13:41:01 - - - -
13:42:01 - - - -
13:43:01 - - - -
13:44:01 - - - -
13:45:01 - - - -
13:46:01 - - - -
13:47:01 - - - -
13:48:01 - - - -
13:49:01 - - - -
13:50:01 - - - -
13:51:01 - - - -
13:52:01 - - - -
13:53:02 - - - -
13:54:02 - - - -
13:55:02 - - - -
13:56:02 - - - -
13:57:02 - - - -
13:58:02 - - - -
13:59:02 - - - -
14:00:02 - - - -
14:01:02 - - - -
14:02:02 - - - -
14:03:02 - - - -
14:04:02 - - - -
14:05:02 - - - -
14:06:02 - - - -
14:07:02 - - - -
14:08:02 - - - -
14:09:02 - - - -
14:10:02 - - - -
14:11:02 - - - -
14:12:02 - - - -
14:13:02 - - - -
14:14:02 - - - -
14:15:02 - - - -
14:16:02 - - - -
14:17:02 - - - -
14:18:02 - - - -
14:19:02 - - - -
14:20:02 - - - -
14:21:02 - - - -
14:22:02 - - - -
14:23:02 - - - -
14:24:02 - - - -
14:25:02 - - - -
14:26:02 - - - -
14:27:02 - - - -
14:28:02 - - - -
14:29:02 - - - -
14:30:02 - - - -
14:31:02 - - - -
14:32:03 - - - -
14:33:03 - - - -
14:34:03 - - - -
14:35:03 - - - -
14:36:03 - - - -
14:37:03 - - - -
14:38:03 - - - -
14:39:03 - - - -
14:40:03 - - - -
14:41:03 - - - -
14:42:03 - - - -
14:43:03 - - - -
14:44:03 - - - -
14:45:03 - - - -
14:46:03 - - - -
14:47:03 - - - -
14:48:03 - - - -
14:49:03 - - - -
14:50:03 - - - -
14:51:03 - - - -
14:52:03 - - - -
14:53:03 - - - -
14:54:03 - - - -
14:55:03 - - - -
14:56:03 - - - -
14:57:03 - - - -
14:58:03 - - - -
14:59:03 - - - -
15:00:03 - - - -
15:01:03 - - - -
15:02:03 - - - -
15:03:03 - - - -
15:04:03 - - - -
15:05:03 - - - -
15:06:03 - - - -
15:07:03 - - - -
15:08:03 - - - -
15:09:03 - - - -
15:10:03 - - - -
15:11:03 - - - -
15:12:04 - - - -
15:13:04 - - - -
15:14:04 - - - -
15:15:04 - - - -
15:16:04 - - - -
15:17:04 - - - -
15:18:04 - - - -
15:19:04 - - - -
15:20:04 - - - -
15:21:04 - - - -
15:22:04 - - - -
15:23:04 - - - -
15:24:04 - - - -
15:25:04 - - - -
15:26:04 - - - -
15:27:04 - - - -
15:28:04 - - - -
15:29:04 - - - -
15:30:04 - - - -
15:31:04 - - - -
15:32:04 - - - -
15:33:04 - - - -
15:34:04 - - - -
15:35:04 - - - -
15:36:04 - - - -
15:37:04 - - - -
15:38:04 - - - -
15:39:04 - - - -
15:40:04 - - - -
15:41:04 - - - -
15:42:04 - - - -
15:43:04 - - - -
15:44:04 - - - -
15:45:04 - - - -
15:46:04 - - - -
15:47:04 - - - -
15:48:04 - - - -
15:49:04 - - - -
15:50:04 - - - -
15:51:04 - - - -
15:52:05 - - - -
15:53:05 - - - -
15:54:05 - - - -
15:55:05 - - - -
15:56:05 - - - -
15:57:05 - - - -
15:58:05 - - - -
15:59:05 - - - -
16:00:05 - - - -
16:01:05 - - - -
16:02:05 - - - -
16:03:05 - - - -
16:04:05 - - - -
16:05:05 - - - -
16:06:05 - - - -
16:07:05 - - - -
16:08:05 - - - -
16:09:05 - - - -
16:10:05 - - - -
16:11:05 - - - -
16:12:05 - - - -
16:13:05 - - - -
16:14:05 - - - -
16:15:05 - - - -
16:16:05 - - - -
16:17:05 - - - -
16:18:05 - - - -
16:19:05 - - - -
16:20:05 - - - -
16:21:05 - - - -
16:22:05 - - - -
16:23:05 - - - -
16:24:05 - - - -
16:25:05 - - - -
16:26:05 - - - -
16:27:05 - - - -
16:28:05 - - - -
16:29:05 - - - -
16:30:05 - - - -
16:31:05 - - - -
16:32:05 - - - -
16:33:06 - - - -
16:34:06 - - - -
16:35:06 - - - -
16:36:06 - - - -
16:37:06 - - - -
16:38:06 - - - -
16:39:06 - - - -
16:40:06 - - - -
16:41:06 - - - -
16:42:06 - - - -
16:43:06 - - - -
16:44:06 - - - -
16:45:06 - - - -
16:46:06 - - - -
16:47:06 - - - -
16:48:06 - - - -
16:49:06 - - - -
16:50:06 - - - -
16:51:06 - - - -
16:52:06 - - - -
16:53:06 - - - -
16:54:06 - - - -
16:55:06 - - - -
16:56:06 - - - -
16:57:06 - - - -
16:58:06 - - - -
16:59:06 - - - -
17:00:06 - - - -
17:01:06 - - - -
17:02:06 - - - -
17:03:06 - - - -
17:04:06 - - - -
17:05:06 - - - -
17:06:06 - - - -
17:07:06 - - - -
17:08:06 - - - -
17:09:06 - - - -
17:10:06 - - - -
17:11:06 - - - -
17:12:06 - - - -
17:13:06 - - - -
17:14:07 - - - -
17:15:07 - - - -
17:16:07 - - - -
17:17:07 - - - -
17:18:07 - - - -
17:19:07 - - - -
17:20:07 - - - -
17:21:07 - - - -
17:22:07 - - - -
17:23:07 - - - -
17:24:07 - - - -
17:25:07 - - - -
17:26:07 - - - -
17:27:07 - - - -
17:28:07 - - - -
17:29:07 - - - -
17:30:07 - - - -
17:31:07 - - - -
17:32:07 - - - -
17:33:07 - - - -
17:34:07 - - - -
17:35:07 - - - -
17:36:07 - - - -
17:37:07 - - - -
17:38:07 - - - -
17:39:07 - - - -
17:40:07 - - - -
17:41:07 - - - -
17:42:07 - - - -
17:43:07 - - - -
17:44:07 - - - -
17:45:07 - - - -
17:46:07 - - - -
17:47:07 - - - -
17:48:07 - - - -
17:49:07 - - - -
17:50:07 - - - -
17:51:07 - - - -
17:52:07 - - - -
17:53:08 - - - -
17:54:08 - - - -
17:55:08 - - - -
17:56:08 - - - -
17:57:08 - - - -
17:58:08 - - - -
17:59:08 - - - -
18:00:08 - - - -
18:01:08 - - - -
18:02:08 - - - -
18:03:08 - - - -
18:04:08 - - - -
18:05:08 - - - -
18:06:08 - - - -
18:07:08 - - - -
18:08:08 - - - -
18:09:08 - - - -
18:10:08 - - - -
18:11:08 - - - -
18:12:08 - - - -
18:13:08 - - - -
18:14:08 - - - -
18:15:08 - - - -
18:16:08 - - - -
18:17:08 - - - -
18:18:08 - - - -
18:19:08 - - - -
18:20:08 - - - -
18:21:08 - - - -
18:22:08 - - - -
18:23:08 - - - -
18:24:08 - - - -
18:25:08 - - - -
18:26:08 - - - -
18:27:08 - - - -
18:28:08 - - - -
18:29:08 - - - -
18:30:08 - - - -
18:31:08 - - - -
18:32:08 - - - -
18:33:09 - - - -
18:34:09 - - - -
18:35:09 - - - -
18:36:09 - - - -
18:37:09 - - - -
18:38:09 - - - -
18:39:09 - - - -
18:40:09 - - - -
18:41:09 - - - -
18:42:09 - - - -
18:43:09 - - - -
18:44:09 - - - -
18:45:09 - - - -
18:46:09 - - - -
18:47:09 - - - -
18:48:09 - - - -
18:49:09 - - - -
18:50:09 - - - -
18:51:09 - - - -
18:52:09 - - - -
18:53:09 - - - -
18:54:09 - - - -
18:55:09 - - - -
18:56:09 - - - -
18:57:09 - - - -
18:58:09 - - - -
18:59:09 - - - -
19:00:09 - - - -
19:01:09 - - - -
19:02:09 - - - -
19:03:09 - - - -
19:04:09 - - - -
19:05:09 - - - -
19:06:09 - - - -
19:07:09 - - - -
19:08:09 - - - -
19:09:09 - - - -
19:10:09 - - - -
19:11:09 - - - -
19:12:09 - - - -
19:13:10 - - - -
19:14:10 - - - -
19:15:10 - - - -
19:16:10 - - - -
19:17:10 - - - -
19:18:10 - - - -
19:19:10 - - - -
19:20:10 - - - -
19:21:10 - - - -
19:22:10 - - - -
19:23:10 - - - -
19:24:10 - - - -
19:25:10 - - - -
19:26:10 - - - -
19:27:10 - - - -
19:28:10 - - - -
19:29:10 - - - -
19:30:10 - - - -
19:31:10 - - - -
19:32:10 - - - -
19:33:10 - - - -
19:34:10 - - - -
19:35:10 - - - -
19:36:10 - - - -
19:37:10 - - - -
19:38:10 - - - -
19:39:10 - - - -
19:40:10 - - - -
19:41:10 - - - -
19:42:10 - - - -
19:43:10 - - - -
19:44:10 - - - -
19:45:10 - - - -
19:46:10 - - - -
19:47:10 - - - -
19:48:10 - - - -
19:49:10 - - - -
19:50:10 - - - -
19:51:10 - - - -
19:52:11 - - - -
19:53:11 - - - -
19:54:11 - - - -
19:55:11 - - - -
19:56:11 - - - -
19:57:11 - - - -
19:58:11 - - - -
19:59:11 - - - -
20:00:11 - - - -
20:01:11 - - - -
20:02:11 - - - -
20:03:11 - - - -
20:04:11 - - - -
20:05:11 - - - -
20:06:11 - - - -
20:07:11 - - - -
20:08:11 - - - -
20:09:11 - - - -
20:10:11 - - - -
20:11:11 - - - -
20:12:11 - - - -
20:13:11 - - - -
20:14:11 - - - -
20:15:11 - - - -
20:16:11 - - - -
20:17:11 - - - -
20:18:11 - - - -
20:19:11 - - - -
20:20:11 - - - -
20:21:11 - - - -
20:22:11 - - - -
20:23:11 - - - -
20:24:11 - - - -
20:25:11 - - - -
20:26:11 - - - -
20:27:11 - - - -
20:28:11 - - - -
20:29:11 - - - -
20:30:11 - - - -
20:31:11 - - - -
20:32:11 - - - -
20:33:11 - - - -
20:34:12 - - - -
20:35:12 - - - -
20:36:12 - - - -
20:37:12 - - - -
20:38:12 - - - -
20:39:12 - - - -
20:40:12 - - - -
20:41:12 - - - -
20:42:12 - - - -
20:43:12 - - - -
20:44:12 - - - -
20:45:12 - - - -
20:46:12 - - - -
20:47:12 - - - -
20:48:12 - - - -
20:49:12 - - - -
20:50:12 - - - -
20:51:12 - - - -
20:52:12 - - - -
20:53:12 - - - -
20:54:12 - - - -
20:55:12 - - - -
20:56:12 - - - -
20:57:12 - - - -
20:58:12 - - - -
20:59:12 - - - -
21:00:12 - - - -
21:01:12 - - - -
21:02:12 - - - -
21:03:12 - - - -
21:04:12 - - - -
21:05:12 - - - -
21:06:12 - - - -
21:07:12 - - - -
21:08:12 - - - -
21:09:12 - - - -
21:10:12 - - - -
21:11:12 - - - -
21:12:12 - - - -
21:13:12 - - - -
21:14:13 - - - -
21:15:13 - - - -
21:16:13 - - - -
21:17:13 - - - -
21:18:13 - - - -
21:19:13 - - - -
21:20:13 - - - -
21:21:13 - - - -
21:22:13 - - - -
21:23:13 - - - -
21:24:13 - - - -
21:25:13 - - - -
21:26:13 - - - -
21:27:13 - - - -
21:28:13 - - - -
21:29:13 - - - -
21:30:13 - - - -
21:31:13 - - - -
21:32:13 - - - -
21:33:13 - - - -
21:34:13 - - - -
21:35:13 - - - -
21:36:13 - - - -
21:37:13 - - - -
21:38:13 - - - -
21:39:13 - - - -
21:40:13 - - - -
21:41:13 - - - -
21:42:13 - - - -
21:43:13 - - - -
21:44:13 - - - -
21:45:13 - - - -
21:46:13 - - - -
21:47:13 - - - -
21:48:13 - - - -
21:49:13 - - - -
21:50:13 - - - -
21:51:13 - - - -
21:52:13 - - - -
21:53:13 - - - -
21:54:13 - - - -
21:55:14 - - - -
21:56:14 - - - -
21:57:14 - - - -
21:58:14 - - - -
21:59:14 3156713 4 71 363
22:00:14 3156713 4 69 311
22:01:14 3156713 4 67 307
22:02:14 3156713 4 67 307
22:03:14 3156713 4 67 307
22:04:14 3156713 4 68 307
22:05:14 3156713 4 67 307
22:06:14 3156713 4 67 307
22:07:14 3156713 4 71 308
22:08:14 3156713 4 67 305
22:09:14 3156713 4 67 305
22:10:14 3156713 4 71 305
22:11:14 3156713 4 67 305
22:12:14 3156713 4 67 304
22:13:14 3156713 4 67 304
22:14:14 3156713 4 67 304
22:15:14 3156713 4 67 304
22:16:14 3156713 4 67 304
22:17:15 3156713 4 67 302
22:18:15 3156713 4 67 302
22:19:15 3156713 4 67 302
22:20:15 3156713 4 67 302
22:21:15 3156713 4 67 302
22:22:15 3156713 4 67 302
22:23:15 3156713 4 67 302
22:24:15 3156713 4 67 302
22:25:15 3156713 4 67 302
22:26:15 3156713 4 67 302
22:27:15 3156713 4 67 302
22:28:15 3156713 4 67 302
22:29:15 3156713 4 67 301
22:30:15 3315516 0 7 184
22:31:15 3315516 4 71 593
22:32:15 3315516 4 67 593
22:33:15 3315516 4 67 593
22:34:16 3315516 4 67 593
22:35:16 3315516 4 67 593
22:36:16 3315516 4 67 593
22:37:16 3315516 4 67 593
22:38:16 3358479 4 71 599
22:39:16 3358479 4 68 599
22:40:16 3358479 4 67 599
22:41:16 3377458 3 40 395
22:42:16 3377458 4 67 599
22:43:16 3377458 4 67 601
22:44:16 3377458 4 67 601
22:45:16 3400284 3 72 570
22:46:16 3400284 4 67 599
22:47:17 3400284 4 67 599
22:48:17 3400284 4 67 600
22:49:17 3400284 4 67 600
22:50:17 3400284 4 67 600
22:51:17 3400284 4 67 600
22:52:17 3400284 4 67 600
22:53:17 3400284 4 67 599
22:54:17 3400284 4 67 599
22:55:17 3400284 4 67 599
22:56:17 3400284 4 67 600
22:57:17 3400284 4 67 599
22:58:17 3400284 4 67 600
22:59:17 3400284 4 67 600
23:00:17 3400284 4 68 600
23:01:17 3400284 4 67 599
23:02:17 3400284 4 67 599
23:03:17 3400284 4 67 599
23:04:18 3400284 4 67 599
23:05:18 3400284 4 67 599
23:06:18 3400284 4 67 599
23:07:18 3400284 4 67 599
23:08:18 3400284 4 67 599
23:09:18 3400284 4 67 599
23:10:18 3400284 4 67 599
23:11:18 3400284 4 67 600
23:12:18 3400284 4 70 600
23:13:18 3400284 4 67 600
23:14:18 3400284 4 67 600
23:15:18 3400284 4 67 600
23:16:18 3400284 4 68 599
23:17:18 3400284 4 67 599
23:18:18 3400284 4 67 599
23:19:18 3400284 4 67 598
23:20:18 3400284 4 67 598
23:21:18 3400284 4 67 598
23:22:18 3400284 4 67 598
23:23:18 3400284 4 67 598
23:24:18 3400284 4 67 598
23:25:18 3400284 4 67 598
23:26:18 3400284 4 68 598
23:27:19 3400284 4 67 598
23:28:19 3400284 4 67 598
23:29:19 3400284 4 67 598
23:30:19 3400284 4 67 598
23:31:19 3400284 4 67 598
23:32:19 3400284 4 67 598
23:33:19 3400284 4 67 598
23:34:19 3400284 4 71 598
23:35:19 3400284 4 67 598
23:36:19 3400284 4 67 598
23:37:19 3400284 4 67 598
23:38:19 3400284 4 68 598
23:39:19 3400284 4 67 598
23:40:19 3400284 4 67 598
23:41:19 3400284 4 67 598
23:42:19 3400284 4 67 598
23:43:19 3400284 4 67 598
23:44:19 3400284 4 67 598
23:45:19 3400284 4 67 598
23:46:19 3400284 4 67 598
23:47:19 3400284 4 67 598
23:48:19 3400284 4 67 598
23:49:19 3400284 4 67 598
23:50:20 3400284 4 68 598
23:51:20 3400284 4 67 598
23:52:20 3400284 4 67 598
23:53:20 3400284 4 67 598
23:54:20 3400284 4 67 598
23:55:20 3400284 4 67 598
23:56:20 3400284 4 67 598
23:57:20 3400284 4 67 598
23:58:20 3400284 4 67 598
23:59:20 3400284 4 67 598
00:00:20 3400284 4 67 598
00:01:20 3400284 4 67 598
00:02:20 3400284 4 67 598
00:03:20 3400284 4 67 598
00:04:20 3400284 4 71 598
00:05:20 3400284 4 67 598
00:06:20 3400284 4 67 599
00:07:20 3400284 4 67 599
00:08:20 3400284 4 67 598
00:09:20 3400284 4 67 598
00:10:20 3400284 4 67 598
00:11:20 3400284 4 67 598
00:12:20 3400284 4 67 598
00:13:20 3400284 4 67 598
00:14:21 3400284 4 67 599
00:15:21 3400284 4 67 599
00:16:21 3400284 4 67 599
00:17:21 3400284 4 68 599
00:18:21 3400284 4 67 599
00:19:21 3400284 4 67 599
00:20:21 3400284 4 67 599
00:21:21 3400284 4 67 599
00:22:21 3400284 4 67 599
00:23:21 3400284 4 68 599
00:24:21 3400284 4 67 599
00:25:21 3400284 4 67 599
00:26:21 3400284 4 67 599
00:27:21 3400284 4 67 598
00:28:21 3400284 4 67 599
00:29:21 3400284 4 67 598
00:30:21 3400284 4 67 598
00:31:21 3400284 4 67 599
00:32:21 3400284 4 67 599
00:33:21 3400284 4 67 599
00:34:21 3400284 4 67 599
00:35:21 3400284 4 67 599
00:36:21 3400284 4 67 599
00:37:21 3400284 4 67 599
00:38:21 3400284 4 67 598
00:39:22 3400284 4 67 599
00:40:22 3400284 4 67 598
00:41:22 3400284 4 67 598
00:42:22 3400284 4 67 599
00:43:22 3400284 4 67 599
00:44:22 3400284 4 67 599
00:45:22 3400284 4 67 599
00:46:22 3400284 4 67 599
00:47:22 3400284 4 67 599
00:48:22 3400284 4 67 598
00:49:22 3400284 4 67 598
00:50:22 3400284 4 67 598
00:51:22 3400284 4 67 598
00:52:22 3400284 4 67 598
00:53:22 3400284 4 67 598
00:54:22 3400284 4 67 598
00:55:22 3400284 4 67 598
00:56:22 3400284 4 67 599
00:57:22 3400284 4 71 598
00:58:22 3400284 4 67 598
00:59:22 3400284 4 67 598
01:00:22 3400284 4 67 598
01:01:22 3400284 4 67 598
01:02:22 3400284 4 67 598
01:03:22 3400284 4 67 598
01:04:23 3400284 4 67 598
01:05:23 3400284 4 67 598
01:06:23 3400284 4 67 598
01:07:23 3400284 4 67 598
01:08:23 3400284 4 67 598
01:09:23 3400284 4 67 598
01:10:23 3400284 4 67 598
01:11:23 3400284 4 67 598
